LOC_BLANK,LOC_CODE_AND_COMMENT,LOC_COMMENTS,DESIGN_COMPLEXITY,LOC_EXECUTABLE,HALSTEAD_CONTENT,HALSTEAD_PROG_TIME,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,LOC_TOTAL,Defective
15,0,8,10,75,84.58,7020.27,75,26,98,Y
7,0,3,5,30,27.48,610.64,15,15,42,N
5,0,0,4,31,37.46,994.11,21,17,38,N
25,2,27,7,77,52.56,3475.71,40,20,136,Y
1,0,0,2,14,41.03,216.71,22,13,17,N
8,0,0,2,29,46.39,692.26,27,15,37,N
2,0,1,1,5,22.86,15.56,9,7,10,N
2,0,0,5,30,38.69,180.6,18,11,34,N
16,0,3,5,66,57.07,3287.08,45,21,87,N
4,0,0,1,10,41.51,89.53,13,9,17,N
14,0,5,1,37,59.42,2025.93,31,16,59,Y
5,0,0,4,19,23.13,362.73,15,14,26,N
3,0,0,2,14,17.82,214.66,11,12,19,N
2,0,1,2,8,18.91,31.78,8,8,14,N
2,0,0,2,18,26.17,303.05,16,14,20,N
1,0,0,2,14,29.53,59.07,12,8,17,N
45,2,2,55,635,77.5,362491.09,69,27,687,Y
5,2,0,3,22,26.66,361.92,19,18,29,N
5,0,9,1,20,34.25,206.46,12,10,36,N
89,0,30,60,405,83.1,58309.74,60,22,526,Y
3,0,0,1,11,44.77,159.18,22,11,16,N
2,0,0,3,11,15.32,80.89,8,13,19,N
4,0,2,2,18,36.02,145.5,19,12,27,N
12,0,9,4,120,86.2,2639.28,42,17,143,N
3,0,6,2,28,19.4,2032.49,14,19,39,Y
1,0,4,1,6,18.77,38.94,9,10,13,N
1,0,0,2,4,25.32,44.11,10,8,7,N
3,0,9,6,34,24.58,554.77,16,15,48,N
1,0,0,1,2,9.6,3.33,3,5,5,Y
6,0,6,5,69,33.52,6372.81,23,23,84,N
2,0,0,20,82,70.97,3195.82,34,16,86,Y
5,0,0,10,46,60.44,1000.88,32,13,56,Y
7,1,1,4,43,33.44,1142.55,25,20,54,N
5,0,0,5,31,51.84,388.43,31,15,38,N
2,0,0,1,7,21.94,41.48,9,7,11,N
9,0,0,7,21,45.99,670.56,25,15,32,N
1,0,0,4,26,32.36,532.96,23,18,29,N
0,1,0,1,12,14,311.11,6,10,15,N
0,0,0,1,5,44.77,11.84,11,4,7,N
2,0,0,3,17,21.36,88.51,11,10,21,N
4,0,0,1,9,27.09,182.12,12,12,15,N
5,1,0,6,79,76.68,6449.1,60,23,87,N
2,0,0,1,8,15.63,48.84,6,9,12,N
24,1,8,7,74,61.99,4686.14,53,23,109,Y
8,0,6,1,15,64.78,115.56,27,9,33,N
3,0,7,4,14,23.55,112.83,14,13,28,N
1,1,5,3,12,30.42,312.55,15,12,22,N
20,1,18,14,95,63.32,5122.22,57,29,136,N
5,0,0,3,18,39.18,263.4,20,11,25,N
20,1,6,5,67,67.15,3643.21,54,27,97,N
7,0,9,3,29,29.79,692.42,22,20,47,N
5,0,6,1,16,24.41,159.13,15,13,30,N
2,0,0,1,11,12.22,57.04,6,10,15,N
11,3,7,4,37,35.91,1824.56,31,25,60,Y
14,1,12,10,75,37.65,5907.28,28,24,104,N
5,0,2,1,21,60.6,433.42,26,10,30,N
1,0,0,3,9,8.8,61.87,4,10,12,N
1,0,3,2,17,29.62,162.6,17,13,21,N
0,0,0,2,8,22.23,30.87,7,5,10,N
4,0,2,4,29,24.26,289.87,12,16,37,N
8,0,3,43,99,99.91,7936.13,64,20,112,N
4,0,8,4,29,30.14,871.56,19,17,43,N
5,0,5,1,8,42.58,35.19,14,6,21,N
5,13,4,34,122,111.2,16237.1,71,20,146,Y
1,2,0,7,17,24.86,1384.87,18,20,22,N
0,0,10,1,1,0,0,0,1,13,N
2,0,0,4,15,28.71,108.55,14,11,19,Y
9,0,1,3,35,51.49,1121.53,35,18,47,N
4,0,0,5,21,30.92,428.02,21,17,27,Y
6,0,0,4,34,42.02,621.76,25,16,42,N
3,0,0,4,19,26.24,145.76,13,10,24,N
25,42,0,2,64,101.2,1870.41,50,12,133,N
4,0,2,3,41,27.52,774.09,16,15,50,N
1,0,0,2,7,28.71,34.74,12,8,10,N
7,0,43,1,20,44.37,266.59,15,8,70,N
4,0,2,1,11,17.38,84.42,10,11,19,N
2,0,0,2,14,18.34,112.33,10,14,18,N
8,0,0,2,12,22.73,196.11,13,12,22,N
4,1,0,3,19,19.77,109.81,9,12,26,N
0,0,0,1,3,12.44,16.59,5,7,5,N
48,1,56,17,216,190.1,26005.13,148,27,324,N
3,0,0,11,40,61.67,1137.29,41,18,47,N
2,0,0,2,8,17.16,36.51,8,11,12,N
4,0,3,3,24,29.03,404.67,22,17,33,N
3,2,2,7,49,44.1,1043,34,23,58,Y
0,0,0,2,21,32.38,117.35,13,14,23,N
2,0,5,2,15,42.28,72.58,17,9,25,Y
1,0,1,1,5,22.14,7.69,6,5,9,N
2,0,0,1,7,13.01,36.14,7,9,11,Y
2,0,4,1,4,17.41,11.85,7,7,12,N
3,0,5,5,23,27.05,461.58,19,18,33,N
1,0,0,2,19,16.99,149.84,10,12,22,N
11,0,7,14,138,65.91,6474.8,60,29,158,N
12,0,6,15,143,69.1,6225.42,59,27,163,Y
1,0,1,2,11,27.92,137.88,14,12,15,N
3,0,2,5,15,74.67,532.8,33,11,22,N
6,0,6,1,24,48.82,415.73,21,10,40,Y
16,0,0,8,83,78.57,3152.37,59,21,101,Y
2,0,0,5,34,50.69,720.86,31,16,38,Y
7,0,6,1,15,52.82,59.43,15,5,30,N
0,0,3,5,26,32.99,661.66,22,19,31,N
9,0,1,3,62,56.72,2618.42,46,26,74,Y
3,0,1,1,4,9.47,3.74,3,4,10,Y
12,0,2,5,38,40.76,1208.42,30,21,54,Y
9,2,13,7,86,42.8,5855.35,37,27,112,Y
0,0,0,1,31,50.87,255.05,28,19,33,N
16,1,10,18,136,103.27,3811.34,71,20,165,Y
1,0,0,1,5,20.76,18.46,6,4,9,N
1,0,1,1,4,8.54,16.14,3,7,8,N
6,0,2,1,16,21.63,370.85,15,17,29,N
2,1,19,8,78,52.89,1773.98,42,24,100,Y
2,0,0,1,11,14.59,45.58,6,9,15,N
3,0,0,1,9,41.9,85.67,15,7,14,N
4,0,0,5,29,37.17,243.41,21,12,35,Y
8,0,38,25,183,91.89,17647.61,76,27,231,N
12,0,0,16,235,105.57,20337.1,83,23,253,N
9,0,11,1,22,51.68,183.75,20,8,45,N
1,0,0,1,6,15.78,14.03,5,5,9,N
1,0,1,1,19,33.64,478.49,15,8,23,N
27,0,29,21,109,50.73,7779.52,37,18,167,N
1,0,0,2,16,27.43,378.79,15,11,19,N
1,0,0,1,6,16.27,33.75,9,11,7,N
4,0,8,1,5,20.44,23,8,8,19,N
2,0,0,3,24,15.94,92.14,5,6,28,N
2,1,2,2,14,25.2,207.97,16,15,21,N
2,1,4,4,28,39.14,785.07,21,14,38,N
4,0,0,2,11,25.69,39.34,10,7,17,N
7,0,10,4,28,26.05,347.73,14,14,47,Y
9,7,3,3,37,46.86,1985.96,29,18,58,N
8,0,9,3,32,25.71,888.27,16,19,51,N
12,0,9,3,84,46.17,841.95,17,11,107,N
2,0,1,2,7,19.54,27.14,9,10,12,N
11,0,6,7,40,31.86,443.72,18,15,59,N
7,0,2,5,33,54.38,633.67,29,12,44,N
3,0,2,2,13,26.48,141.9,14,11,20,N
11,0,7,6,75,68.75,4059.85,44,19,97,N
1,0,2,2,4,9.4,32.38,4,9,9,N
3,0,0,1,23,47.17,408.14,25,12,28,N
3,0,0,2,17,24.86,762.71,18,18,20,N
6,0,0,1,37,36.89,967.24,29,21,45,N
8,1,1,9,26,25.23,1362.46,17,20,38,N
4,3,0,2,41,45.8,408.21,24,16,50,Y
2,0,1,2,6,17.36,43.58,9,11,11,Y
1,0,0,10,76,122.13,959.97,38,8,80,N
0,0,0,1,7,28.85,30.1,9,6,9,Y
2,0,0,4,21,29.1,351.04,19,14,25,N
5,0,2,2,10,17.7,156.08,10,12,23,N
6,0,7,3,31,47.85,418.41,22,12,47,N
9,0,0,3,65,59.75,1836.93,42,19,76,Y
2,0,0,3,13,15.58,46.53,6,8,17,N
5,0,0,3,26,15.28,339.48,10,16,33,N
2,0,0,3,27,29.56,351.29,16,13,33,N
2,0,0,1,6,26.28,25.75,10,7,10,N
2,0,0,3,23,24.52,242.21,15,16,27,N
0,0,1,1,4,13.84,6.92,5,6,7,N
26,2,93,4,107,126.22,3839.48,50,10,230,N
1,0,3,5,14,10.07,898.22,7,17,20,N
13,0,0,4,24,34.7,290.62,18,13,39,N
5,1,5,8,50,46.68,1009.14,33,21,63,Y
3,0,0,1,13,9.52,475.83,7,14,18,N
5,0,0,1,23,100.36,2458.73,30,10,30,N
17,1,16,12,93,86.08,3399.32,59,22,129,N
66,0,10,13,249,263.95,39428.68,182,25,327,Y
0,0,1,1,5,21.33,9.67,7,5,6,N
5,0,0,7,48,51.4,598.22,38,20,53,N
2,0,0,1,10,45.88,319.76,15,6,14,N
3,0,1,1,6,10.42,62.64,5,13,12,N
0,0,0,1,6,38.84,48.68,14,7,8,N
5,0,1,5,37,44.77,785.8,31,19,46,N
1,0,0,1,3,20.08,6.97,7,5,6,N
4,0,1,2,15,25.15,119.07,13,12,22,N
11,4,15,8,50,35.01,2769.94,25,17,82,N
5,3,3,2,12,30.15,206.4,15,9,25,N
13,1,0,3,46,20.47,4998.54,10,13,67,N
5,0,0,4,19,42.3,185.7,18,8,26,N
3,0,0,1,20,17.53,281.5,11,17,25,N
10,5,0,18,106,76.79,6583.75,63,25,123,Y
1,1,0,2,14,22.93,45.87,10,8,19,N
20,4,19,13,199,55.32,26384.2,43,24,246,Y
2,1,1,1,5,27.41,14.22,9,5,11,N
0,0,0,1,2,9.6,20.01,4,7,4,N
0,0,0,4,5,6.49,39.73,3,9,7,N
5,1,2,6,34,40.04,1039.8,29,19,44,N
13,0,15,7,50,67.6,1562.97,50,20,81,N
5,0,1,2,35,22.2,695.79,16,20,43,N
4,0,0,4,20,28.12,260.63,18,15,26,N
6,5,1,4,28,24.82,422.21,18,18,42,Y
6,0,9,6,38,28.76,1109.74,17,14,55,Y
1,0,0,1,4,24.22,7.03,7,4,7,N
3,0,0,2,16,42.06,114.49,20,10,21,N
2,0,6,5,16,27.2,264.71,17,15,24,Y
7,0,1,1,20,78.72,144.05,23,6,30,N
5,0,0,3,39,65.86,487.33,37,14,46,N
65,0,96,6,120,21.22,24339.43,16,22,284,N
8,0,0,4,26,30.2,560.97,21,16,36,N
4,0,0,6,27,41.43,730.28,24,19,33,N
0,0,0,1,0,7.86,2.73,2,5,1,N
15,0,1,9,174,176.85,25853.33,108,20,192,N
11,4,32,1,67,30.11,10786.18,34,30,114,N
1,0,0,2,13,19.11,200.68,8,10,17,N
1,0,0,2,6,14.42,71.2,7,12,9,N
4,0,0,2,9,18.25,136.21,11,15,15,N
23,0,16,4,77,156,8570.8,76,20,120,N
2,0,0,1,13,33.6,103.99,14,11,19,N
15,0,0,6,71,65.34,2146.32,43,17,88,N
0,0,0,2,7,21,4.67,4,4,9,N
4,0,0,4,28,34.49,684.37,25,21,34,N
3,0,0,4,22,54.59,421.27,35,15,27,Y
23,0,18,8,163,65.08,17247.29,37,19,206,N
7,0,0,1,15,11.04,395.02,4,7,26,N
3,0,0,1,8,9.87,34,4,9,13,Y
5,1,1,3,22,29.98,487.05,20,19,31,N
15,9,18,11,137,56.75,11096.86,44,23,181,Y
38,1,44,5,106,37.7,8236.24,40,29,193,N
11,0,7,3,58,47.92,2211.68,34,20,83,N
13,2,3,7,63,37,4873.68,23,20,83,N
3,2,4,7,34,35.17,457.6,23,22,45,N
7,0,0,2,17,31.63,530.17,19,15,26,N
3,0,4,4,36,29.41,683.14,19,21,46,N
1,0,0,1,14,13.22,449.75,8,11,15,N
17,0,47,1,74,242.48,3686.91,103,12,140,N
17,0,17,7,64,57.92,2567.94,40,20,100,Y
6,0,3,3,59,31.2,3146.97,23,20,71,Y
5,0,0,5,63,67.46,3008.52,45,17,70,N
84,0,32,9,111,70.3,6501.3,55,24,229,Y
2,0,6,2,8,39.82,31.11,14,7,18,N
15,1,4,7,47,40.38,1152.69,24,16,69,Y
0,0,0,2,7,11.95,11.71,5,7,7,Y
0,0,0,2,9,14.32,47.33,7,12,12,N
2,0,1,2,12,28.54,121.4,12,10,17,N
6,0,0,2,20,20.71,307.47,13,17,28,Y
3,0,4,1,19,21.1,255.88,11,13,29,N
2,0,4,3,19,24.62,213.68,12,10,27,N
1,0,1,5,18,23.13,58.54,8,6,22,N
1,0,0,3,16,29.2,50.87,10,7,19,N
8,0,0,4,13,28.57,100.59,13,9,23,N
27,1,16,5,44,33.75,1796.48,21,20,93,N
4,0,0,2,6,9.98,44.93,5,10,12,N
2,0,0,1,9,8.01,101.77,4,11,13,N
11,2,7,7,76,64.48,1848.56,49,21,96,N
2,0,0,4,16,14.61,190.82,9,12,20,Y
1,0,0,1,7,12.51,56.29,6,12,10,N
5,0,0,2,25,30,260.39,14,14,32,Y
2,0,0,7,48,50.09,1319.93,25,11,52,N
3,0,0,3,20,27.85,249.02,16,14,25,N
3,0,0,1,10,54.5,61.32,16,6,15,N
4,0,1,4,15,41.62,147.06,20,11,22,N
18,5,7,3,40,28.5,1468.24,20,21,74,N
0,0,0,1,2,6.97,1.55,1,4,4,N
4,0,0,1,17,11.95,515.03,7,13,23,N
6,0,0,3,24,36.79,458.46,21,17,32,N
6,0,0,3,40,29.45,1920.38,27,25,46,Y
1,0,0,1,7,12.02,18.41,4,6,10,N
3,0,1,2,10,30.59,75.81,14,11,17,N
12,1,8,2,58,56.89,907.57,37,19,81,N
0,0,1,2,5,12.68,4.4,4,5,8,N
4,0,0,2,13,33.29,368.63,17,15,19,N
6,0,10,2,13,30.81,973.49,20,18,36,N
3,0,0,1,5,19.75,29.02,7,8,10,N
1,0,0,3,11,25.1,145.94,13,14,14,N
2,1,7,3,12,26.42,224.74,16,12,25,Y
1,8,12,3,74,14.37,3997.96,9,13,97,N
17,0,15,5,137,56.03,16821.46,42,25,173,N
7,0,2,1,24,28.49,853.55,18,19,36,N
13,0,0,3,46,39.32,707.82,24,16,61,N
3,0,0,2,21,29.48,327.81,17,13,26,N
2,0,5,5,47,32.28,1614.21,18,15,58,N
1,0,0,2,13,12.89,319.6,8,13,17,N
3,0,0,2,7,18.55,33.33,8,7,12,N
1,0,0,1,7,18.6,28.49,8,7,10,N
1,0,0,1,3,19.37,6.73,6,5,6,N
79,2,141,22,199,99.67,22567.59,94,34,425,N
16,1,12,12,92,48.78,7133.36,44,35,123,N
2,0,0,2,10,11.85,68.67,7,13,14,N
5,0,0,2,40,17.58,2232.68,8,17,47,N
1,0,0,2,12,36.45,185.01,17,13,15,N
0,0,0,1,4,34.82,11.56,9,4,6,N
1,0,0,1,3,9.69,8.62,2,4,6,N
2,0,4,4,13,27.68,329.55,18,17,21,N
6,0,0,2,16,32.7,93.85,16,10,24,N
9,0,1,4,61,42,2996.17,36,30,74,N
17,6,40,22,129,86.36,4781.48,65,24,194,Y
3,0,0,2,6,18.98,8.97,6,5,11,Y
13,0,3,6,51,47.98,1371.28,36,23,69,Y
0,0,1,1,5,10.78,14.97,4,5,6,N
10,0,0,1,23,17.84,171.16,7,8,35,N
4,0,0,5,23,31.92,335.24,18,15,29,N
88,0,51,15,329,258.56,30758.61,168,23,470,Y
19,0,2,3,49,116.07,1209.93,53,12,72,N
10,0,0,2,14,54.38,79.91,21,9,26,N
7,0,2,3,28,47.22,554.5,26,14,39,N
7,0,4,2,20,68.75,130.53,26,8,33,Y
30,4,17,4,54,32.64,2730.51,23,21,109,N
2,0,1,2,6,30.67,15.33,10,6,11,N
0,0,0,1,1,0,0,0,1,3,N
1,0,0,1,6,21.58,97.09,7,7,9,N
2,0,0,1,9,10.9,164.86,6,11,13,N
11,0,1,2,6,21.11,17.44,7,6,26,Y
8,0,0,1,63,59.07,4185.85,28,10,73,N
5,0,0,1,20,107.38,161.3,30,6,27,N
4,0,0,3,13,32.58,128.05,17,11,26,N
5,0,0,2,14,36.99,46.36,14,7,21,N
4,0,1,5,24,26.52,451.19,18,15,31,N
1,0,0,2,5,15.44,36.25,6,6,8,N
3,0,0,2,8,12.12,29.33,5,11,13,N
2,1,0,2,10,23.94,107.75,12,12,15,Y
2,0,0,4,23,26.22,522.98,19,20,27,Y
0,0,1,1,3,17.27,8.63,7,6,6,N
2,0,0,2,10,13.71,33.84,6,8,14,N
0,0,0,2,2,13.56,21.43,6,8,4,Y
0,0,1,1,5,41.69,25.74,12,5,8,N
12,0,7,8,70,71.38,2389.09,44,20,91,N
31,0,40,11,186,35.69,12666.06,27,26,259,N
11,0,9,2,47,45.12,1059.16,27,15,70,N
2,0,0,2,21,44.88,408.5,30,16,25,N
18,0,46,1,50,21.03,2784.95,20,31,117,N
4,1,4,4,24,16.78,455.42,10,13,37,N
3,0,0,3,15,24.81,145.8,14,16,21,N
3,0,0,2,13,20.91,206.54,12,16,19,N
2,11,0,2,21,35.03,264.87,15,10,36,N
7,0,28,7,63,49.19,1476.26,37,20,100,N
7,0,10,5,37,34.48,693.3,21,17,56,N
22,0,25,20,157,92.7,13752.09,80,26,206,Y
1,0,0,1,6,22.45,52.7,9,9,9,N
15,0,9,8,79,43.83,6627.2,35,22,107,N
4,6,2,7,40,22.94,3533.58,19,23,54,N
7,0,0,4,21,24.27,232.88,14,16,30,N
0,0,0,1,10,42.38,67.81,15,7,12,N
0,0,0,1,2,11.41,3.96,4,5,4,N
3,0,2,3,26,34.04,500,23,17,35,N
8,0,6,11,50,46.46,1782.53,25,18,66,Y
4,1,0,4,13,17.28,245.76,11,11,22,Y
0,0,0,6,28,33.32,395.92,20,15,28,N
3,0,3,1,18,15.01,308.92,8,11,27,N
2,0,0,1,12,23.49,293.58,11,11,16,N
4,1,4,3,10,26.41,161.77,13,13,22,N
2,0,7,1,13,16.07,53.14,7,9,24,N
3,0,2,2,22,13.75,305.66,9,15,31,N
8,0,0,1,39,13.3,1123.7,7,13,49,N
1,0,0,2,9,25.55,48.06,11,8,12,N
4,0,0,5,25,25.24,468.72,16,13,31,N
1,0,1,3,15,15.32,323.68,9,13,20,N
5,0,0,3,15,27.16,103.25,11,13,22,N
0,0,0,2,7,13.03,46.33,6,12,9,N
2,0,0,1,13,10.58,68.53,5,9,17,N
0,0,0,2,9,10.69,48.11,4,9,11,N
1,0,0,1,5,15.86,19.19,6,7,8,N
1,0,0,1,5,19.31,35.04,7,10,6,N
2,0,0,3,20,38.96,151.17,21,13,24,Y
0,0,0,1,0,0,0,0,0,31,Y
3,0,0,2,14,21.61,76.83,10,10,19,N
3,1,3,2,8,15.11,107.86,9,12,17,N
4,1,2,3,16,25.75,210.63,15,13,25,N
6,0,0,2,28,24.77,130.8,12,13,36,N
6,0,0,1,29,48.85,579.23,23,14,37,N
1,0,2,2,6,9.87,34,4,9,11,N
0,0,0,1,3,21.51,7.47,7,5,5,N
24,1,4,15,392,254.99,46026.33,168,21,423,N
5,0,0,3,21,18.05,261.51,10,19,29,N
6,1,1,6,34,59.38,458.23,35,15,44,Y
3,0,0,3,15,34.21,75.42,15,9,20,N
0,0,0,1,2,18.5,9.25,7,6,4,N
5,0,2,3,27,31.37,330.2,17,13,36,N
4,0,0,4,17,32.04,331.79,20,14,23,N
36,0,36,44,303,103.28,41323.2,81,28,377,N
0,0,1,1,3,10.63,8.3,4,6,7,N
4,0,0,2,14,21.61,76.83,10,10,20,N
1,0,0,2,7,16.89,19,7,9,10,N
4,3,0,2,38,42.86,342.86,22,16,47,N
19,0,10,15,104,163.88,6694.36,103,21,133,N
4,0,3,4,27,37.8,448.16,23,14,36,N
8,0,7,5,48,35.8,1055.73,25,18,65,N
8,0,0,5,34,29.52,942.82,21,19,44,Y
4,0,0,1,7,14.81,66.63,5,9,13,N
4,0,4,3,21,25.1,289.1,15,12,29,N
15,0,4,25,145,114.59,6817.53,80,22,166,N
10,1,4,9,49,53.72,2127.72,35,21,66,N
37,0,13,10,177,108.74,15148.11,81,24,229,Y
5,0,5,2,34,32.89,602.53,22,17,46,N
0,0,0,1,6,28.03,19.07,10,7,8,N
0,0,0,3,10,19,43.61,7,6,12,N
2,0,4,1,9,22.92,81.51,12,12,17,N
1,0,0,1,7,34.6,67.05,16,9,10,N
22,5,47,13,101,63.59,6905.79,54,25,177,N
0,0,0,1,8,13.69,31.43,7,9,8,N
1,0,0,3,14,27.5,113.65,12,9,17,N
3,0,0,1,6,18.08,16.07,7,7,11,N
3,0,0,2,15,22.26,132.83,11,12,20,N
11,1,2,2,53,53.86,789.36,31,19,69,N
11,0,1,5,34,56.51,635.07,36,16,48,Y
3,0,0,2,8,20.19,28.74,8,9,13,N
2,0,0,3,13,29.71,37.59,11,7,17,N
2,0,0,1,2,5.33,0.67,1,3,7,N
0,0,1,1,5,17.79,8.41,6,5,8,Y
10,0,8,3,44,67.03,1665.72,40,18,65,Y
4,1,4,1,14,41.92,256.76,15,9,25,Y
6,0,0,5,40,49.36,1160.52,28,16,48,N
3,1,0,2,11,26.86,88.47,15,11,17,N
4,2,7,5,16,38.22,168.01,19,13,32,N
51,4,23,6,52,52.24,1003.39,32,17,132,Y
8,0,1,9,43,37.02,1725.72,29,20,54,N
3,0,0,3,12,17.77,188.04,10,12,18,N
6,0,8,6,22,42.91,1767.96,32,21,38,N
4,0,0,4,12,23.16,236.62,16,14,18,N
4,0,5,5,23,28.64,673.81,19,17,34,N
2,0,0,2,17,38.79,139.84,18,10,21,N
0,0,0,2,11,39.82,31.11,14,7,11,N
2,0,0,2,9,20.9,107.03,10,12,13,N
0,0,0,2,7,24.11,12.06,8,6,9,N
6,1,0,5,32,33.07,645.95,24,18,41,Y
0,0,0,2,6,8.86,13.56,4,6,8,N
4,0,0,2,18,22.04,549.14,17,18,24,Y
7,0,0,4,39,38.87,811.36,26,18,48,Y
0,0,0,1,0,0,0,0,0,38,N
18,1,1,6,124,45.95,12507.9,43,28,148,N
8,0,0,7,30,44.47,576.68,27,15,40,N
31,5,14,4,32,32.74,404.25,22,16,89,Y
1,0,0,2,10,15.07,18.23,6,7,13,N
5,0,0,2,32,22.46,538.89,16,19,39,N
1,0,0,1,14,6.23,261.76,3,11,17,N
2,0,0,2,10,14.85,36.66,6,8,14,N
8,0,18,5,46,72.23,1172.19,44,16,74,N
2,0,0,3,18,21.03,171.49,13,15,23,Y
4,0,0,2,35,26.28,674.86,16,16,42,N
0,1,0,1,1,5.33,0.67,1,3,5,N
2,0,0,1,10,11.15,52.04,6,11,14,N
14,4,32,1,71,23.03,12296.29,24,26,121,N
7,2,4,4,54,39.04,2067.5,28,19,70,Y
5,0,1,4,43,54.31,1453.75,41,20,49,Y
2,0,0,1,10,23.42,13.44,7,5,14,N
27,0,31,7,79,65.93,4413.8,56,27,139,Y
4,0,5,2,8,17.23,40.44,8,8,19,Y
5,0,3,4,14,28.57,311.11,18,14,24,N
1,1,0,4,18,22.76,456.46,13,13,22,N
7,1,8,4,27,45.36,567.01,26,15,45,Y
3,0,0,3,25,27.38,549.03,15,15,30,N
7,0,7,2,50,25.75,2378.35,22,26,68,N
11,2,0,1,55,198.03,472.66,55,7,70,Y
1,0,5,1,9,13.23,96.02,7,10,17,N
2,0,1,1,6,19.72,67.95,8,9,11,N
4,0,0,3,21,11.16,643.53,9,20,27,N
3,0,0,4,29,78.85,182.89,26,7,34,N
1,0,0,2,7,10.24,27.88,5,7,10,Y
3,0,0,2,15,20.14,203.9,10,9,20,N
2,0,4,2,8,9.41,33.46,4,8,16,N
15,2,16,8,86,42.7,3859.45,39,26,121,Y
2,0,0,1,11,45.72,120.53,18,8,15,N
1,0,0,2,20,22.57,165.85,14,14,23,N
2,0,0,2,6,17.13,27.07,6,8,10,N
5,3,1,5,20,36,526.67,22,14,31,Y
13,0,0,2,92,42.71,3555.85,31,24,107,Y
1,0,0,1,10,12.56,87.49,5,8,13,N
2,0,0,1,27,32.61,578.91,16,13,31,N
5,0,3,1,23,35.17,265.91,12,10,33,N
1,0,0,5,7,18.49,272.61,12,17,10,N
2,0,0,2,12,30.39,167.7,15,13,16,Y
3,0,7,4,30,23.36,811,15,15,42,Y
0,0,0,2,10,36.39,32.97,13,7,12,N
26,6,35,3,68,32.04,7365.58,32,28,139,Y
14,0,0,2,34,39.75,732.57,35,17,51,N
13,0,6,11,46,30.64,2463.14,24,22,67,Y
1,0,1,2,6,8.24,11.45,3,6,10,N
3,0,2,2,23,16.37,591.86,12,17,30,N
7,0,0,4,34,41.96,567.32,25,15,43,N
13,0,0,1,19,8.71,1921.1,5,15,34,N
3,0,5,5,32,83.3,848.89,46,14,40,Y
5,0,2,4,20,31.06,323.1,19,13,29,Y
4,0,12,1,6,30.11,6.69,6,3,24,N
33,12,15,4,46,41.25,1147.03,35,27,108,Y
1,0,0,3,35,39.34,936.39,25,15,39,N
4,0,6,2,24,26.7,784.57,19,19,37,Y
7,0,6,6,25,42.19,216,20,12,40,Y
5,8,6,5,53,28.44,2533.59,24,31,74,Y
3,0,2,3,8,20.31,47.67,8,8,15,N
1,0,0,1,15,12.87,458.01,8,15,18,Y
12,0,0,13,76,32.14,2977.35,27,21,90,N
4,0,10,2,31,20.15,598.65,12,15,50,N
3,0,0,2,15,19.2,50.17,7,12,20,N
4,8,2,3,33,30.65,741.28,22,17,49,Y
5,0,0,3,24,38.85,288.59,24,15,31,N
51,0,66,24,165,176.14,3131.52,108,23,284,Y
1,0,0,2,13,25.91,90.22,12,10,16,N
0,0,0,2,8,18.23,26.79,7,8,10,N
0,0,0,2,5,12.17,6.6,4,5,7,N
5,0,0,3,23,19.83,985.07,15,23,30,N
3,0,0,3,21,22.23,353.4,12,14,26,N
12,2,8,14,64,59.44,2896.14,39,21,88,N
10,0,5,1,16,58.08,181.49,18,6,33,N
1,0,3,2,14,20.6,398.74,9,14,20,N
4,2,5,1,19,13.41,205.94,8,14,32,N
4,0,0,3,15,22.32,145.13,11,14,21,Y
3,0,0,1,18,60.27,390.31,27,11,31,N
3,0,0,3,12,15.24,96.31,9,12,17,N
10,0,1,6,34,30.83,986.61,21,18,47,Y
1,0,0,6,22,24.68,561.41,17,16,25,N
6,0,0,1,32,40.56,598.95,23,15,40,N
5,0,0,5,29,45.53,270.95,20,9,34,Y
2,0,0,2,10,11.13,139.09,7,14,14,N
1,0,0,7,15,41.78,736.95,22,14,18,N
2,2,0,3,11,27.12,27.57,9,7,17,N
6,0,7,3,21,32.58,765.39,24,21,36,N
20,0,10,6,125,73.9,6241.35,48,19,157,N
0,0,1,1,4,10.2,14.17,3,5,7,N
0,0,0,1,3,23.25,5.17,6,4,5,N
11,1,1,1,31,28.7,532.86,16,13,48,N
14,1,1,25,111,55.65,6662.64,52,34,129,Y
5,0,3,4,35,33.69,630.97,25,18,45,N
1,0,0,2,10,12.04,56.2,6,11,13,N
13,0,1,2,58,42.44,441.26,25,18,74,N
1,0,0,2,8,13.17,80.64,8,14,11,N
4,3,5,7,39,20.62,1675.68,16,18,53,N
5,10,1,5,89,59.3,3355.71,47,20,107,N
2,0,2,4,27,24.61,262.94,15,13,33,N
1,0,0,2,18,14.73,444.97,11,19,21,N
17,0,0,14,63,87.27,682.37,33,9,82,Y
21,3,31,24,171,86.4,21194.17,71,28,228,Y
3,0,1,1,23,7.91,668.58,5,13,29,N
0,0,0,1,2,13.84,6.92,5,6,4,N
3,0,0,1,21,43.07,1295.97,22,16,26,Y
2,0,0,3,14,15.93,177.57,9,17,18,N
4,2,0,1,17,74.53,320.16,29,10,25,N
3,0,0,2,10,9.26,100.84,6,14,15,N
2,0,0,2,4,12.55,11.15,4,8,8,Y
3,0,7,1,13,67.94,92.8,24,7,26,N
22,0,11,1,72,118.79,3120.06,39,8,107,N
